date,store,item,unitSold,sales,product_name,customer_name,location
2024-11-20,2,P001,45,33750,Laptop,Customer_922,Whitefield
2024-11-21,2,P001,40,30000,Laptop,Customer_66,Whitefield
2024-11-22,2,P001,46,34500,Laptop,Customer_861,Whitefield
2024-11-23,2,P001,46,34500,Laptop,Customer_582,Whitefield
2024-11-24,2,P001,46,34500,Laptop,Customer_619,Whitefield
2024-11-27,2,P001,49,36750,Laptop,Customer_237,Whitefield
2024-11-28,2,P001,48,36000,Laptop,Customer_228,Whitefield
2024-11-30,2,P001,42,31500,Laptop,Customer_303,Whitefield
2024-11-02,3,P001,52,39000,Laptop,Customer_909,Indiranagar
2024-11-03,3,P001,43,32250,Laptop,Customer_410,Indiranagar
2024-11-05,3,P001,48,36000,Laptop,Customer_378,Indiranagar
2024-11-06,3,P001,43,32250,Laptop,Customer_95,Indiranagar
2024-11-07,3,P001,48,36000,Laptop,Customer_274,Indiranagar
2024-11-09,3,P001,48,36000,Laptop,Customer_547,Indiranagar
2024-11-10,3,P001,49,36750,Laptop,Customer_761,Indiranagar
2024-11-12,3,P001,47,35250,Laptop,Customer_346,Indiranagar
2024-11-13,3,P001,44,33000,Laptop,Customer_998,Indiranagar
2024-11-14,3,P001,47,35250,Laptop,Customer_809,Indiranagar
2024-11-15,3,P001,45,33750,Laptop,Customer_214,Indiranagar
2024-11-16,3,P001,44,33000,Laptop,Customer_655,Indiranagar
2024-11-17,3,P001,51,38250,Laptop,Customer_703,Indiranagar
2024-11-18,3,P001,46,34500,Laptop,Customer_33,Indiranagar
2024-11-19,3,P001,47,35250,Laptop,Customer_933,Indiranagar
2024-11-20,3,P001,53,39750,Laptop,Customer_837,Indiranagar
2024-11-22,3,P001,53,39750,Laptop,Customer_500,Indiranagar
2024-11-23,3,P001,47,35250,Laptop,Customer_12,Indiranagar
2024-11-24,3,P001,43,32250,Laptop,Customer_105,Indiranagar
2024-11-25,3,P001,53,39750,Laptop,Customer_578,Indiranagar
2024-11-26,3,P001,45,33750,Laptop,Customer_327,Indiranagar
2024-11-29,3,P001,48,36000,Laptop,Customer_338,Indiranagar
2024-11-30,3,P001,57,42750,Laptop,Customer_102,Indiranagar
2024-11-02,4,P001,14,10500,Laptop,Customer_294,Jayanagar
2024-11-03,4,P001,8,6000,Laptop,Customer_362,Jayanagar
2024-11-04,4,P001,13,9750,Laptop,Customer_398,Jayanagar
2024-11-05,4,P001,11,8250,Laptop,Customer_181,Jayanagar
2024-11-07,4,P001,7,5250,Laptop,Customer_675,Jayanagar
2024-11-08,4,P001,8,6000,Laptop,Customer_686,Jayanagar
2024-11-10,4,P001,4,3000,Laptop,Customer_961,Jayanagar
2024-11-11,4,P001,13,9750,Laptop,Customer_733,Jayanagar
2024-11-12,4,P001,11,8250,Laptop,Customer_216,Jayanagar
2024-11-13,4,P001,12,9000,Laptop,Customer_71,Jayanagar
2024-11-14,4,P001,6,4500,Laptop,Customer_943,Jayanagar
2024-11-15,4,P001,8,6000,Laptop,Customer_344,Jayanagar
2024-11-16,4,P001,11,8250,Laptop,Customer_814,Jayanagar
2024-11-17,4,P001,11,8250,Laptop,Customer_600,Jayanagar
2024-11-18,4,P001,4,3000,Laptop,Customer_909,Jayanagar
2024-11-19,4,P001,13,9750,Laptop,Customer_211,Jayanagar
2024-11-20,4,P001,8,6000,Laptop,Customer_477,Jayanagar
2024-11-21,4,P001,5,3750,Laptop,Customer_829,Jayanagar
2024-11-22,4,P001,12,9000,Laptop,Customer_519,Jayanagar
2024-11-23,4,P001,10,7500,Laptop,Customer_67,Jayanagar
2024-11-24,4,P001,8,6000,Laptop,Customer_62,Jayanagar
2024-11-26,4,P001,10,7500,Laptop,Customer_775,Jayanagar
2024-11-27,4,P001,12,9000,Laptop,Customer_133,Jayanagar
2024-11-29,4,P001,8,6000,Laptop,Customer_522,Jayanagar
2024-11-30,4,P001,19,14250,Laptop,Customer_186,Jayanagar
2024-11-01,1,P002,11,5500,Smartphone,Customer_417,Koramangala
2024-11-02,1,P002,19,9500,Smartphone,Customer_787,Koramangala
2024-11-04,1,P002,11,5500,Smartphone,Customer_321,Koramangala
2024-11-05,1,P002,16,8000,Smartphone,Customer_778,Koramangala
2024-11-07,1,P002,13,6500,Smartphone,Customer_19,Koramangala
2024-11-09,1,P002,11,5500,Smartphone,Customer_372,Koramangala
2024-11-10,1,P002,17,8500,Smartphone,Customer_60,Koramangala
2024-11-11,1,P002,17,8500,Smartphone,Customer_226,Koramangala
2024-11-12,1,P002,14,7000,Smartphone,Customer_357,Koramangala
2024-11-13,1,P002,19,9500,Smartphone,Customer_107,Koramangala
2024-11-14,1,P002,18,9000,Smartphone,Customer_623,Koramangala
2024-11-16,1,P002,13,6500,Smartphone,Customer_630,Koramangala
2024-11-17,1,P002,15,7500,Smartphone,Customer_409,Koramangala
2024-11-18,1,P002,18,9000,Smartphone,Customer_806,Koramangala
2024-11-19,1,P002,11,5500,Smartphone,Customer_767,Koramangala
2024-11-20,1,P002,13,6500,Smartphone,Customer_83,Koramangala
2024-11-21,1,P002,14,7000,Smartphone,Customer_423,Koramangala
2024-11-23,1,P002,17,8500,Smartphone,Customer_188,Koramangala
2024-11-24,1,P002,18,9000,Smartphone,Customer_243,Koramangala
2024-11-25,1,P002,12,6000,Smartphone,Customer_184,Koramangala
2024-11-26,1,P002,14,7000,Smartphone,Customer_707,Koramangala
2024-11-27,1,P002,18,9000,Smartphone,Customer_887,Koramangala
2024-11-28,1,P002,14,7000,Smartphone,Customer_731,Koramangala
2024-11-29,1,P002,17,8500,Smartphone,Customer_218,Koramangala
2024-11-30,1,P002,20,10000,Smartphone,Customer_113,Koramangala
2024-11-02,2,P002,19,9500,Smartphone,Customer_170,Whitefield
2024-11-04,2,P002,17,8500,Smartphone,Customer_54,Whitefield
2024-11-05,2,P002,18,9000,Smartphone,Customer_811,Whitefield
2024-11-07,2,P002,20,10000,Smartphone,Customer_652,Whitefield
2024-11-08,2,P002,24,12000,Smartphone,Customer_87,Whitefield
2024-11-09,2,P002,17,8500,Smartphone,Customer_784,Whitefield
2024-11-11,2,P002,26,13000,Smartphone,Customer_852,Whitefield
2024-11-12,2,P002,26,13000,Smartphone,Customer_746,Whitefield
2024-11-13,2,P002,17,8500,Smartphone,Customer_324,Whitefield
2024-11-15,2,P002,22,11000,Smartphone,Customer_599,Whitefield
2024-11-17,2,P002,25,12500,Smartphone,Customer_386,Whitefield
2024-11-19,2,P002,25,12500,Smartphone,Customer_214,Whitefield
2024-11-22,2,P002,25,12500,Smartphone,Customer_372,Whitefield
2024-11-23,2,P002,26,13000,Smartphone,Customer_256,Whitefield
2024-11-28,2,P002,21,10500,Smartphone,Customer_687,Whitefield
2024-11-29,2,P002,17,8500,Smartphone,Customer_348,Whitefield
2024-11-30,2,P002,35,17500,Smartphone,Customer_974,Whitefield
2024-11-01,3,P002,19,9500,Smartphone,Customer_296,Indiranagar
2024-11-02,3,P002,25,12500,Smartphone,Customer_986,Indiranagar
2024-11-03,3,P002,20,10000,Smartphone,Customer_543,Indiranagar
2024-11-04,3,P002,24,12000,Smartphone,Customer_662,Indiranagar
2024-11-05,3,P002,24,12000,Smartphone,Customer_243,Indiranagar
2024-11-07,3,P002,24,12000,Smartphone,Customer_34,Indiranagar
2024-11-09,3,P002,23,11500,Smartphone,Customer_125,Indiranagar
2024-11-10,3,P002,28,14000,Smartphone,Customer_305,Indiranagar
2024-11-11,3,P002,22,11000,Smartphone,Customer_924,Indiranagar
2024-11-12,3,P002,24,12000,Smartphone,Customer_814,Indiranagar
2024-11-16,3,P002,21,10500,Smartphone,Customer_97,Indiranagar
2024-11-17,3,P002,27,13500,Smartphone,Customer_96,Indiranagar
2024-11-18,3,P002,22,11000,Smartphone,Customer_310,Indiranagar
2024-11-19,3,P002,23,11500,Smartphone,Customer_529,Indiranagar
2024-11-20,3,P002,28,14000,Smartphone,Customer_586,Indiranagar
2024-11-21,3,P002,22,11000,Smartphone,Customer_206,Indiranagar
2024-11-24,3,P002,24,12000,Smartphone,Customer_594,Indiranagar
2024-11-25,3,P002,26,13000,Smartphone,Customer_151,Indiranagar
2024-11-26,3,P002,24,12000,Smartphone,Customer_91,Indiranagar
2024-11-27,3,P002,20,10000,Smartphone,Customer_505,Indiranagar
2024-11-28,3,P002,15,7500,Smartphone,Customer_763,Indiranagar
2024-11-01,4,P002,4,2000,Smartphone,Customer_249,Jayanagar
2024-11-02,4,P002,8,4000,Smartphone,Customer_701,Jayanagar
2024-11-03,4,P002,4,2000,Smartphone,Customer_278,Jayanagar
2024-11-06,4,P002,7,3500,Smartphone,Customer_631,Jayanagar
2024-11-07,4,P002,5,2500,Smartphone,Customer_780,Jayanagar
2024-11-08,4,P002,1,500,Smartphone,Customer_494,Jayanagar
2024-11-09,4,P002,1,500,Smartphone,Customer_512,Jayanagar
2024-11-11,4,P002,1,500,Smartphone,Customer_177,Jayanagar
2024-11-13,4,P002,8,4000,Smartphone,Customer_494,Jayanagar
2024-11-14,4,P002,2,1000,Smartphone,Customer_807,Jayanagar
2024-11-15,4,P002,5,2500,Smartphone,Customer_698,Jayanagar
2024-11-16,4,P002,1,500,Smartphone,Customer_410,Jayanagar
2024-11-17,4,P002,1,500,Smartphone,Customer_579,Jayanagar
2024-11-19,4,P002,1,500,Smartphone,Customer_546,Jayanagar
2024-11-21,4,P002,8,4000,Smartphone,Customer_717,Jayanagar
2024-11-22,4,P002,6,3000,Smartphone,Customer_405,Jayanagar
2024-11-24,4,P002,2,1000,Smartphone,Customer_329,Jayanagar
2024-11-01,1,P003,14,630,Bluetooth Speaker,Customer_443,Koramangala
2024-11-05,1,P003,19,855,Bluetooth Speaker,Customer_416,Koramangala
2024-11-06,1,P003,20,900,Bluetooth Speaker,Customer_928,Koramangala
2024-11-07,1,P003,21,945,Bluetooth Speaker,Customer_100,Koramangala
2024-11-08,1,P003,16,720,Bluetooth Speaker,Customer_293,Koramangala
2024-11-11,1,P003,16,720,Bluetooth Speaker,Customer_929,Koramangala
2024-11-12,1,P003,15,675,Bluetooth Speaker,Customer_79,Koramangala
2024-11-13,1,P003,14,630,Bluetooth Speaker,Customer_800,Koramangala
2024-11-14,1,P003,14,630,Bluetooth Speaker,Customer_565,Koramangala
2024-11-16,1,P003,15,675,Bluetooth Speaker,Customer_154,Koramangala
2024-11-18,1,P003,19,855,Bluetooth Speaker,Customer_177,Koramangala
2024-11-19,1,P003,20,900,Bluetooth Speaker,Customer_572,Koramangala
2024-11-20,1,P003,16,720,Bluetooth Speaker,Customer_978,Koramangala
2024-11-21,1,P003,14,630,Bluetooth Speaker,Customer_888,Koramangala
2024-11-23,1,P003,20,900,Bluetooth Speaker,Customer_668,Koramangala
2024-11-26,1,P003,17,765,Bluetooth Speaker,Customer_271,Koramangala
2024-11-27,1,P003,19,855,Bluetooth Speaker,Customer_104,Koramangala
2024-11-29,1,P003,20,900,Bluetooth Speaker,Customer_945,Koramangala
2024-11-30,1,P003,38,1710,Bluetooth Speaker,Customer_789,Koramangala
2024-11-02,2,P003,86,3870,Bluetooth Speaker,Customer_439,Whitefield
2024-11-03,2,P003,85,3825,Bluetooth Speaker,Customer_990,Whitefield
2024-11-04,2,P003,87,3915,Bluetooth Speaker,Customer_974,Whitefield
2024-11-07,2,P003,87,3915,Bluetooth Speaker,Customer_936,Whitefield
2024-11-08,2,P003,83,3735,Bluetooth Speaker,Customer_899,Whitefield
2024-11-10,2,P003,84,3780,Bluetooth Speaker,Customer_443,Whitefield
2024-11-14,2,P003,78,3510,Bluetooth Speaker,Customer_717,Whitefield
2024-11-15,2,P003,85,3825,Bluetooth Speaker,Customer_696,Whitefield
2024-11-16,2,P003,82,3690,Bluetooth Speaker,Customer_381,Whitefield
2024-11-18,2,P003,83,3735,Bluetooth Speaker,Customer_867,Whitefield
2024-11-19,2,P003,80,3600,Bluetooth Speaker,Customer_26,Whitefield
2024-11-20,2,P003,80,3600,Bluetooth Speaker,Customer_978,Whitefield
2024-11-21,2,P003,78,3510,Bluetooth Speaker,Customer_206,Whitefield
2024-11-24,2,P003,87,3915,Bluetooth Speaker,Customer_466,Whitefield
2024-11-26,2,P003,87,3915,Bluetooth Speaker,Customer_267,Whitefield
2024-11-27,2,P003,78,3510,Bluetooth Speaker,Customer_677,Whitefield
2024-11-28,2,P003,87,3915,Bluetooth Speaker,Customer_774,Whitefield
2024-11-30,2,P003,62,2790,Bluetooth Speaker,Customer_919,Whitefield
2024-11-02,3,P003,14,630,Bluetooth Speaker,Customer_628,Indiranagar
2024-11-03,3,P003,8,360,Bluetooth Speaker,Customer_969,Indiranagar
2024-11-04,3,P003,9,405,Bluetooth Speaker,Customer_381,Indiranagar
2024-11-07,3,P003,10,450,Bluetooth Speaker,Customer_470,Indiranagar
2024-11-08,3,P003,15,675,Bluetooth Speaker,Customer_297,Indiranagar
2024-11-09,3,P003,12,540,Bluetooth Speaker,Customer_243,Indiranagar
2024-11-10,3,P003,18,810,Bluetooth Speaker,Customer_232,Indiranagar
2024-11-11,3,P003,9,405,Bluetooth Speaker,Customer_481,Indiranagar
2024-11-12,3,P003,13,585,Bluetooth Speaker,Customer_374,Indiranagar
2024-11-13,3,P003,9,405,Bluetooth Speaker,Customer_977,Indiranagar
2024-11-14,3,P003,18,810,Bluetooth Speaker,Customer_316,Indiranagar
2024-11-17,3,P003,17,765,Bluetooth Speaker,Customer_364,Indiranagar
2024-11-18,3,P003,14,630,Bluetooth Speaker,Customer_913,Indiranagar
2024-11-25,3,P003,8,360,Bluetooth Speaker,Customer_912,Indiranagar
2024-11-26,3,P003,11,495,Bluetooth Speaker,Customer_74,Indiranagar
2024-11-30,3,P003,25,1125,Bluetooth Speaker,Customer_123,Indiranagar
2024-11-04,4,P003,38,1710,Bluetooth Speaker,Customer_719,Jayanagar
2024-11-05,4,P003,41,1845,Bluetooth Speaker,Customer_943,Jayanagar
2024-11-07,4,P003,41,1845,Bluetooth Speaker,Customer_349,Jayanagar
2024-11-08,4,P003,31,1395,Bluetooth Speaker,Customer_222,Jayanagar
2024-11-09,4,P003,38,1710,Bluetooth Speaker,Customer_393,Jayanagar
2024-11-11,4,P003,34,1530,Bluetooth Speaker,Customer_965,Jayanagar
2024-11-12,4,P003,32,1440,Bluetooth Speaker,Customer_561,Jayanagar
2024-11-14,4,P003,31,1395,Bluetooth Speaker,Customer_43,Jayanagar
2024-11-18,4,P003,35,1575,Bluetooth Speaker,Customer_52,Jayanagar
2024-11-19,4,P003,41,1845,Bluetooth Speaker,Customer_551,Jayanagar
2024-11-20,4,P003,31,1395,Bluetooth Speaker,Customer_105,Jayanagar
2024-11-21,4,P003,39,1755,Bluetooth Speaker,Customer_117,Jayanagar
2024-11-22,4,P003,35,1575,Bluetooth Speaker,Customer_143,Jayanagar
2024-11-23,4,P003,38,1710,Bluetooth Speaker,Customer_245,Jayanagar
2024-11-24,4,P003,33,1485,Bluetooth Speaker,Customer_272,Jayanagar
2024-11-25,4,P003,37,1665,Bluetooth Speaker,Customer_5,Jayanagar
2024-11-26,4,P003,32,1440,Bluetooth Speaker,Customer_683,Jayanagar
2024-11-29,4,P003,39,1755,Bluetooth Speaker,Customer_737,Jayanagar
2024-11-02,1,P004,7,210,Wireless Earbuds,Customer_190,Koramangala
2024-11-03,1,P004,2,60,Wireless Earbuds,Customer_791,Koramangala
2024-11-04,1,P004,5,150,Wireless Earbuds,Customer_327,Koramangala
2024-11-08,1,P004,5,150,Wireless Earbuds,Customer_305,Koramangala
2024-11-11,1,P004,8,240,Wireless Earbuds,Customer_707,Koramangala
2024-11-12,1,P004,8,240,Wireless Earbuds,Customer_712,Koramangala
2024-11-13,1,P004,11,330,Wireless Earbuds,Customer_667,Koramangala
2024-11-14,1,P004,4,120,Wireless Earbuds,Customer_34,Koramangala
2024-11-15,1,P004,12,360,Wireless Earbuds,Customer_700,Koramangala
2024-11-18,1,P004,6,180,Wireless Earbuds,Customer_694,Koramangala
2024-11-19,1,P004,8,240,Wireless Earbuds,Customer_534,Koramangala
2024-11-21,1,P004,2,60,Wireless Earbuds,Customer_488,Koramangala
2024-11-23,1,P004,2,60,Wireless Earbuds,Customer_293,Koramangala
2024-11-25,1,P004,2,60,Wireless Earbuds,Customer_757,Koramangala
2024-11-26,1,P004,12,360,Wireless Earbuds,Customer_527,Koramangala
2024-11-28,1,P004,7,210,Wireless Earbuds,Customer_423,Koramangala
2024-11-30,1,P004,25,750,Wireless Earbuds,Customer_619,Koramangala
2024-11-04,2,P004,30,900,Wireless Earbuds,Customer_648,Whitefield
2024-11-07,2,P004,31,930,Wireless Earbuds,Customer_63,Whitefield
2024-11-08,2,P004,33,990,Wireless Earbuds,Customer_94,Whitefield
2024-11-10,2,P004,28,840,Wireless Earbuds,Customer_119,Whitefield
2024-11-11,2,P004,34,1020,Wireless Earbuds,Customer_614,Whitefield
2024-11-13,2,P004,30,900,Wireless Earbuds,Customer_157,Whitefield
2024-11-15,2,P004,29,870,Wireless Earbuds,Customer_610,Whitefield
2024-11-16,2,P004,27,810,Wireless Earbuds,Customer_451,Whitefield
2024-11-17,2,P004,24,720,Wireless Earbuds,Customer_956,Whitefield
2024-11-18,2,P004,29,870,Wireless Earbuds,Customer_416,Whitefield
2024-11-22,2,P004,26,780,Wireless Earbuds,Customer_928,Whitefield
2024-11-23,2,P004,26,780,Wireless Earbuds,Customer_894,Whitefield
2024-11-24,2,P004,25,750,Wireless Earbuds,Customer_245,Whitefield
2024-11-26,2,P004,28,840,Wireless Earbuds,Customer_944,Whitefield
2024-11-27,2,P004,31,930,Wireless Earbuds,Customer_466,Whitefield
2024-11-30,2,P004,44,1320,Wireless Earbuds,Customer_581,Whitefield
2024-11-01,3,P004,31,930,Wireless Earbuds,Customer_65,Indiranagar
2024-11-03,3,P004,39,1170,Wireless Earbuds,Customer_698,Indiranagar
2024-11-04,3,P004,38,1140,Wireless Earbuds,Customer_823,Indiranagar
2024-11-07,3,P004,37,1110,Wireless Earbuds,Customer_17,Indiranagar
2024-11-08,3,P004,38,1140,Wireless Earbuds,Customer_401,Indiranagar
2024-11-09,3,P004,34,1020,Wireless Earbuds,Customer_812,Indiranagar
2024-11-10,3,P004,33,990,Wireless Earbuds,Customer_575,Indiranagar
2024-11-13,3,P004,31,930,Wireless Earbuds,Customer_895,Indiranagar
2024-11-16,3,P004,38,1140,Wireless Earbuds,Customer_300,Indiranagar
2024-11-18,3,P004,37,1110,Wireless Earbuds,Customer_436,Indiranagar
2024-11-22,3,P004,35,1050,Wireless Earbuds,Customer_441,Indiranagar
2024-11-25,3,P004,36,1080,Wireless Earbuds,Customer_851,Indiranagar
2024-11-26,3,P004,35,1050,Wireless Earbuds,Customer_447,Indiranagar
2024-11-28,3,P004,38,1140,Wireless Earbuds,Customer_814,Indiranagar
2024-11-29,3,P004,33,990,Wireless Earbuds,Customer_483,Indiranagar
2024-11-01,4,P004,40,1200,Wireless Earbuds,Customer_157,Jayanagar
2024-11-02,4,P004,36,1080,Wireless Earbuds,Customer_126,Jayanagar
2024-11-03,4,P004,45,1350,Wireless Earbuds,Customer_176,Jayanagar
2024-11-07,4,P004,44,1320,Wireless Earbuds,Customer_341,Jayanagar
2024-11-09,4,P004,39,1170,Wireless Earbuds,Customer_180,Jayanagar
2024-11-10,4,P004,44,1320,Wireless Earbuds,Customer_578,Jayanagar
2024-11-12,4,P004,40,1200,Wireless Earbuds,Customer_818,Jayanagar
2024-11-13,4,P004,37,1110,Wireless Earbuds,Customer_635,Jayanagar
2024-11-14,4,P004,39,1170,Wireless Earbuds,Customer_428,Jayanagar
2024-11-16,4,P004,38,1140,Wireless Earbuds,Customer_307,Jayanagar
2024-11-20,4,P004,39,1170,Wireless Earbuds,Customer_399,Jayanagar
2024-11-21,4,P004,45,1350,Wireless Earbuds,Customer_123,Jayanagar
2024-11-22,4,P004,35,1050,Wireless Earbuds,Customer_49,Jayanagar
2024-11-23,4,P004,36,1080,Wireless Earbuds,Customer_47,Jayanagar
2024-11-24,4,P004,41,1230,Wireless Earbuds,Customer_646,Jayanagar
2024-11-25,4,P004,36,1080,Wireless Earbuds,Customer_470,Jayanagar
2024-11-27,4,P004,43,1290,Wireless Earbuds,Customer_373,Jayanagar
2024-11-28,4,P004,35,1050,Wireless Earbuds,Customer_156,Jayanagar
2024-11-30,4,P004,41,1230,Wireless Earbuds,Customer_273,Jayanagar
2024-11-01,1,P005,8,3200,Gaming Console,Customer_748,Koramangala
2024-11-02,1,P005,2,800,Gaming Console,Customer_662,Koramangala
2024-11-03,1,P005,6,2400,Gaming Console,Customer_135,Koramangala
2024-11-04,1,P005,3,1200,Gaming Console,Customer_826,Koramangala
2024-11-06,1,P005,6,2400,Gaming Console,Customer_449,Koramangala
2024-11-07,1,P005,7,2800,Gaming Console,Customer_185,Koramangala
2024-11-08,1,P005,5,2000,Gaming Console,Customer_539,Koramangala
2024-11-09,1,P005,2,800,Gaming Console,Customer_394,Koramangala
2024-11-12,1,P005,1,400,Gaming Console,Customer_491,Koramangala
2024-11-13,1,P005,5,2000,Gaming Console,Customer_674,Koramangala
2024-11-14,1,P005,1,400,Gaming Console,Customer_309,Koramangala
2024-11-15,1,P005,8,3200,Gaming Console,Customer_776,Koramangala
2024-11-16,1,P005,1,400,Gaming Console,Customer_281,Koramangala
2024-11-17,1,P005,1,400,Gaming Console,Customer_905,Koramangala
2024-11-20,1,P005,1,400,Gaming Console,Customer_823,Koramangala
2024-11-21,1,P005,8,3200,Gaming Console,Customer_970,Koramangala
2024-11-22,1,P005,6,2400,Gaming Console,Customer_991,Koramangala
2024-11-24,1,P005,2,800,Gaming Console,Customer_143,Koramangala
2024-11-25,1,P005,2,800,Gaming Console,Customer_727,Koramangala
2024-11-26,1,P005,8,3200,Gaming Console,Customer_759,Koramangala
2024-11-27,1,P005,1,400,Gaming Console,Customer_184,Koramangala
2024-11-28,1,P005,3,1200,Gaming Console,Customer_977,Koramangala
2024-11-01,2,P005,60,24000,Gaming Console,Customer_533,Whitefield
2024-11-03,2,P005,55,22000,Gaming Console,Customer_797,Whitefield
2024-11-04,2,P005,55,22000,Gaming Console,Customer_213,Whitefield
2024-11-05,2,P005,55,22000,Gaming Console,Customer_409,Whitefield
2024-11-06,2,P005,63,25200,Gaming Console,Customer_663,Whitefield
2024-11-08,2,P005,58,23200,Gaming Console,Customer_72,Whitefield
2024-11-10,2,P005,57,22800,Gaming Console,Customer_491,Whitefield
2024-11-11,2,P005,54,21600,Gaming Console,Customer_254,Whitefield
2024-11-12,2,P005,57,22800,Gaming Console,Customer_285,Whitefield
2024-11-13,2,P005,58,23200,Gaming Console,Customer_885,Whitefield
2024-11-15,2,P005,60,24000,Gaming Console,Customer_595,Whitefield
2024-11-16,2,P005,58,23200,Gaming Console,Customer_544,Whitefield
2024-11-18,2,P005,60,24000,Gaming Console,Customer_885,Whitefield
2024-11-20,2,P005,59,23600,Gaming Console,Customer_946,Whitefield
2024-11-22,2,P005,59,23600,Gaming Console,Customer_759,Whitefield
2024-11-23,2,P005,54,21600,Gaming Console,Customer_291,Whitefield
2024-11-24,2,P005,54,21600,Gaming Console,Customer_439,Whitefield
2024-11-25,2,P005,54,21600,Gaming Console,Customer_965,Whitefield
2024-11-26,2,P005,64,25600,Gaming Console,Customer_855,Whitefield
2024-11-27,2,P005,55,22000,Gaming Console,Customer_987,Whitefield
2024-11-29,2,P005,59,23600,Gaming Console,Customer_573,Whitefield
2024-11-30,2,P005,87,34800,Gaming Console,Customer_741,Whitefield
2024-11-01,3,P005,61,24400,Gaming Console,Customer_551,Indiranagar
2024-11-02,3,P005,64,25600,Gaming Console,Customer_113,Indiranagar
2024-11-03,3,P005,63,25200,Gaming Console,Customer_3,Indiranagar
2024-11-06,3,P005,62,24800,Gaming Console,Customer_423,Indiranagar
2024-11-08,3,P005,66,26400,Gaming Console,Customer_254,Indiranagar
2024-11-09,3,P005,66,26400,Gaming Console,Customer_283,Indiranagar
2024-11-14,3,P005,68,27200,Gaming Console,Customer_234,Indiranagar
2024-11-15,3,P005,59,23600,Gaming Console,Customer_180,Indiranagar
2024-11-18,3,P005,63,25200,Gaming Console,Customer_54,Indiranagar
2024-11-19,3,P005,61,24400,Gaming Console,Customer_574,Indiranagar
2024-11-20,3,P005,68,27200,Gaming Console,Customer_71,Indiranagar
2024-11-23,3,P005,60,24000,Gaming Console,Customer_709,Indiranagar
2024-11-28,3,P005,68,27200,Gaming Console,Customer_396,Indiranagar
2024-11-29,3,P005,63,25200,Gaming Console,Customer_124,Indiranagar
2024-11-30,3,P005,53,21200,Gaming Console,Customer_556,Indiranagar
2024-11-01,4,P005,24,9600,Gaming Console,Customer_338,Jayanagar
2024-11-03,4,P005,25,10000,Gaming Console,Customer_135,Jayanagar
2024-11-04,4,P005,20,8000,Gaming Console,Customer_114,Jayanagar
2024-11-05,4,P005,22,8800,Gaming Console,Customer_97,Jayanagar
2024-11-06,4,P005,20,8000,Gaming Console,Customer_977,Jayanagar
2024-11-07,4,P005,28,11200,Gaming Console,Customer_297,Jayanagar
2024-11-09,4,P005,27,10800,Gaming Console,Customer_595,Jayanagar
2024-11-10,4,P005,22,8800,Gaming Console,Customer_799,Jayanagar
2024-11-11,4,P005,21,8400,Gaming Console,Customer_942,Jayanagar
2024-11-13,4,P005,20,8000,Gaming Console,Customer_281,Jayanagar
2024-11-15,4,P005,23,9200,Gaming Console,Customer_118,Jayanagar
2024-11-16,4,P005,25,10000,Gaming Console,Customer_981,Jayanagar
2024-11-17,4,P005,18,7200,Gaming Console,Customer_873,Jayanagar
2024-11-18,4,P005,22,8800,Gaming Console,Customer_923,Jayanagar
2024-11-19,4,P005,20,8000,Gaming Console,Customer_176,Jayanagar
